Feature ID	Taxon	Confidence
Zotu487	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.99113628445053
Zotu488	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__sp. oral clone BB120	0.9737259881956967
Zotu489	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__putida	0.7876993934241102
Zotu490	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone IK053	0.999887266598271
Zotu491	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__sp. oral clone DO008	0.9103419383906136
Zotu492	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella	0.9999997080974123
Zotu493	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured Porphyromonas sp.	0.806501509094999
Zotu494	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999107209191
Zotu495	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales	0.9999999982159836
Zotu496	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__intermedia	0.7113496807668866
Zotu497	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999813424671
Zotu498	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Peptoanaerobacter; s__stomatis	0.9179554846729191
Zotu499	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__sp. oral clone EI074	0.9999936086220953
Zotu500	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Stomatobaculum; s__longum	0.7101553031727869
Zotu501	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oulorum	0.998462753070772
Zotu502	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oulorum	0.999197846835667
Zotu503	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia	0.9999740633102611
Zotu504	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone DO039	0.9993955744568104
Zotu505	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillales; g__Gemella	0.9999957247014543
Zotu506	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oralis ATCC 33269	0.8428164509195855
Zotu507	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__sp. oral clone P2PB_51 P1	0.7553261843365248
Zotu508	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone DO039	0.9986354185081052
Zotu509	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Schaalia	0.920686644499633
Zotu510	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonellaceae; s__bacterium oral taxon 129	0.9304238574705279
Zotu511	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999867395731
Zotu512	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999462936979
Zotu513	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone BS041	0.9984606150261442
Zotu514	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__sp. oral clone P2PB_51 P1	0.9475823615516428
Zotu515	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.999999999096239
Zotu516	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.9695132236819258
Zotu517	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured Porphyromonas sp.	0.7711113099645113
Zotu518	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.9999999992702275
Zotu519	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999983096606
Zotu520	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone IK053	0.9997874600783883
Zotu521	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999999763514563
Zotu522	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__candidate; s__division TM7 genomosp. P1	0.7591375391560498
Zotu523	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella	0.9999991927451353
Zotu524	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.907400675321131
Zotu525	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.9999944676088778
Zotu527	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.9759502458382995
Zotu528	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter	0.9925072047265538
Zotu529	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__loescheii	0.8752923365678775
Zotu530	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999821829
Zotu531	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	0.9999991227214121
Zotu532	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7; s__phylum sp. oral clone CW040	0.9999997247378
Zotu533	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__gingivalis	0.9856528171660369
Zotu534	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.999830381132613
Zotu535	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9999990883987687
Zotu536	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.9999999990889785
Zotu537	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9999999834602178
Zotu538	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__maculosa	0.8060725729597247
Zotu539	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__micronuciformis	0.9586835699010582
Zotu540	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema; s__amylovorum	0.9649136202658702
Zotu541	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__sp. oral clone JC012	0.9904560730877521
Zotu542	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__mucilaginosa	0.7082895132595801
Zotu543	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999987715212989
Zotu544	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella	0.999497843254856
Zotu545	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999994541172026
Zotu546	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone GU027	0.8684008217187591
Zotu547	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	0.9926487060414517
Zotu548	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.9740008247770775
Zotu549	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.8255831072915022
Zotu550	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9311126202955335
Zotu551	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__marshii	0.7296292525287669
Zotu552	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999997835026
Zotu553	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999972579949546
Zotu554	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__catoniae ATCC 51270	0.8736153832233533
Zotu555	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999986584319
Zotu556	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__endodontalis	0.74891555095455
Zotu557	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oulorum	0.9961118026867273
Zotu558	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999999759518723
Zotu559	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Arachnia; s__propionica	0.8892248535100078
Zotu560	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Lachnoclostridium	0.9042869998043492
Zotu561	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Mediterraneibacter; s__[Ruminococcus] torques	0.7238885557860314
Zotu562	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__maculosa	0.9747602432439545
Zotu563	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonellaceae; s__bacterium oral taxon 150	0.7221145043509152
Zotu564	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oris	0.7062948701352827
Zotu565	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__micronuciformis	0.9184177187433836
Zotu566	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999986437464545
Zotu567	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.992977289521602
Zotu568	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia	0.9999999727252343
Zotu569	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Streptobacillus	0.9993142175219127
Zotu570	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999968892241415
Zotu571	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999884938029
Zotu572	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella	0.9996259421655336
Zotu573	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999999274539588
Zotu574	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999153586939
Zotu575	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Romboutsia; s__timonensis	0.8238810542224574
Zotu576	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parahaemolyticus	0.7516846576113871
Zotu577	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.999999978408348
Zotu578	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria	0.9999998100124232
Zotu579	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone FW035	0.9999997446789777
Zotu580	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Bergeyella; s__uncultured Bergeyella sp.	0.7275771559916049
Zotu581	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured Porphyromonas sp.	0.8208943897652253
Zotu582	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__uncultured Alloprevotella sp.	0.7985621823662855
Zotu583	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Porphyromonas-like; s__sp. oral clone DA064	0.9999821961179522
Zotu584	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	0.9997905891569465
Zotu585	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella; s__halliae	0.8745100652449049
Zotu586	k__Bacteria	0.9999958410637103
Zotu587	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__scopos JCM 17725	0.8199783267440052
Zotu588	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7	0.938504521757757
Zotu589	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9858765771695133
Zotu590	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__infelix	0.8495621644896391
Zotu591	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Ligilactobacillus; s__faecis	0.773355312316847
Zotu592	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone IK053	0.9998885914985427
Zotu593	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__agalactiae ATCC 13813	0.9390350571284967
Zotu594	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Rothia	0.9992471699673267
Zotu595	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7; s__bacterium human oral taxon HOT-870	0.9998451723719564
Zotu596	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9836879749986481
Zotu597	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone IK062	0.7409632013355877
Zotu598	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oris	0.9076162120359177
Zotu599	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.954554836325155
Zotu600	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Filifactor; s__alocis	0.9999812938143565
Zotu602	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999875666885
Zotu603	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999606358817
Zotu604	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone P4PB_83 P2	0.9986534326490719
Zotu605	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Anaeroglobus; s__geminatus	0.9649528762988347
Zotu606	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9429471357195975
Zotu607	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia	0.9999997415968914
Zotu608	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__sp. oral taxon 848 str. F0332	0.999999021745192
Zotu609	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9790797619632259
Zotu610	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria	0.9533384595055661
Zotu611	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9925822358833828
Zotu612	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	0.9997856639001169
Zotu613	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999689753521
Zotu614	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__trevisanii	0.9477449110948789
Zotu615	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__sp. oral clone P2PB_51 P1	0.9198525849421129
Zotu616	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.9999967366984904
Zotu617	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oris	0.9629662661272193
Zotu619	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9999970710339624
Zotu620	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.999999999993349
Zotu621	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Ligilactobacillus	0.9999715201205475
Zotu622	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone IK053	0.9997597582265936
Zotu623	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.9998372274008283
Zotu624	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.9999410685788898
Zotu625	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999546976698
Zotu626	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.982205871411674
Zotu627	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7; s__phylum sp. oral clone CW040	0.9999939006416261
Zotu628	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999806651
Zotu629	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9999974032391881
Zotu630	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone IK062	0.8756180573525792
Zotu631	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__intermedia ATCC 25611 = DSM 20706	0.777266894412189
Zotu632	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__uncultured Alloprevotella sp.	0.835372146713006
Zotu633	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella	0.9999991146447466
Zotu634	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania	0.8850584601193741
Zotu635	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999112833243
Zotu636	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__durum	0.9993756332318289
Zotu637	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia	0.999997403971551
Zotu638	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__sp. oral clone P2PB_51 P1	0.9029105295216608
Zotu639	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__tannerae	0.9999999999609486
Zotu640	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__matruchotii	0.9997367324273001
Zotu641	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999998450758355
Zotu642	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	0.9996765330030097
Zotu643	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__sp.	0.8016553158706059
Zotu644	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia	0.9999998932830781
Zotu645	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__scopos JCM 17725	0.9067050288809163
Zotu646	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__uncultured Alloprevotella sp.	0.903031596126104
Zotu647	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7; s__phylum sp. oral clone CW040	0.9999999969152498
Zotu648	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999782306978
Zotu649	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__matruchotii	0.999731723895096
Zotu650	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales; g__Bacteroidales; s__genomosp. P3 oral clone MB1_G34	0.9967142153155445
Zotu651	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9954536309553912
Zotu653	k__Bacteria	0.9999631778090503
Zotu654	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999884787342
Zotu655	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.7519280165042641
Zotu656	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999989552366
Zotu657	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales; g__Bacteroidales; s__genomosp. P3 oral clone MB1_G34	0.9974878665849266
Zotu658	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Jeotgalicoccus; s__huakuii	0.8322346314443133
Zotu659	k__Bacteria	0.9999999999999416
Zotu660	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.999999947722356
Zotu661	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999405839254
Zotu662	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.9999999995919824
Zotu663	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__noxia	0.9659069974956344
Zotu664	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9815143606136524
Zotu665	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999972623
Zotu666	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9998585103175052
Zotu667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium	0.9999998793547271
Zotu668	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia	0.9999998620966983
